Handle,Title,Type,Tags,description,Fabric,Embroidery,Craft,Fit,Delivery,combined
erum-anarkali-set-ivory,Erum Anarkali Set,Anarkali Set,"DLVRY 4 weeks, Fitted at Bust, Handloom Cotton, Ivory, Not On Sale, Party, Pret, Ziya Pret",This off-white cotton short anarkali has embriodered floral motifs. It comes with an embroidered salwar and a dupatta.,Handloom Cotton,Machine embroidered Parsi floral motifs using resham threads. The dupatta has also been adorned with an intricate lace.,Parsi Embroidery,Fitted at Bust,4 weeks,"{'Handle': 'erum-anarkali-set-ivory', 'Type': 'Anarkali Set', 'Title': 'Erum Anarkali Set', 'description': 'This off-white cotton short anarkali has embriodered floral motifs. It comes with an embroidered salwar and a dupatta.', 'Fabric': 'Handloom Cotton', 'Embroidery': 'Machine embroidered Parsi floral motifs using resham threads. The dupatta has also been adorned with an intricate lace.', 'Craft': 'Parsi Embroidery', 'Fit': 'Fitted at Bust', 'Delivery': '4 weeks'}"
abrish-tunic-yellow,Abrish Tunic Set,Tunic Set,"DLVRY 5 weeks, Loose Fit, Not On Sale, Pret, Resort, Silk Georgette, Yellow, Ziya Pret","This yellow georgette cape and pants set has been adorned with sublime Parsi motifs. It comes with a bustier, however, the slip can be customised as per your requirement.",Silk Georgette,A beautiful Parsi floral jaal using resham threads.,Parsi Embroidery,Loose Fit,5 weeks,"{'Handle': 'abrish-tunic-yellow', 'Type': 'Tunic Set', 'Title': 'Abrish Tunic Set', 'description': 'This yellow georgette cape and pants set has been adorned with sublime Parsi motifs. It comes with a bustier, however, the slip can be customised as per your requirement.', 'Fabric': 'Silk Georgette', 'Embroidery': 'A beautiful Parsi floral jaal using resham threads.', 'Craft': 'Parsi Embroidery', 'Fit': 'Loose Fit', 'Delivery': '5 weeks'}"
abrish-tunic-ivory,Abrish Tunic Set,Tunic Set,"DLVRY 5 weeks, Ivory, Loose Fit, Not On Sale, Pret, Resort, Silk Georgette, Ziya Pret","This off-white georgette cape and pants set has been adorned with sublime Parsi motifs. It comes with a bustier, however, the slip can be customised as per your requirement.",Silk Georgette,A beautiful Parsi floral jaal using resham threads.,Parsi Embroidery,Loose Fit,5 weeks,"{'Handle': 'abrish-tunic-ivory', 'Type': 'Tunic Set', 'Title': 'Abrish Tunic Set', 'description': 'This off-white georgette cape and pants set has been adorned with sublime Parsi motifs. It comes with a bustier, however, the slip can be customised as per your requirement.', 'Fabric': 'Silk Georgette', 'Embroidery': 'A beautiful Parsi floral jaal using resham threads.', 'Craft': 'Parsi Embroidery', 'Fit': 'Loose Fit', 'Delivery': '5 weeks'}"
rania-anarkali-set-blue,Rania Anarkali Set,Anarkali Set,"Blue, Brunch, Comfort fit, DLVRY 4 weeks, Mulmul, Not On Sale, Pret, Ziya Pret",This blue mul short anarkali has embroidered multi-coloured Parsi motif and it comes with a pair of cotton trousers.,Mulmul,A beautiful Parsi floral jaal using resham threads.,Parsi Embroidery,Comfort fit,4 weeks,"{'Handle': 'rania-anarkali-set-blue', 'Type': 'Anarkali Set', 'Title': 'Rania Anarkali Set', 'description': 'This blue mul short anarkali has embroidered multi-coloured Parsi motif and it comes with a pair of cotton trousers.', 'Fabric': 'Mulmul', 'Embroidery': 'A beautiful Parsi floral jaal using resham threads.', 'Craft': 'Parsi Embroidery', 'Fit': 'Comfort fit', 'Delivery': '4 weeks'}"
rania-anarkali-set-green,Rania Anarkali Set,Anarkali Set,"Comfort fit, DLVRY 4 weeks, Green, Mehendi, Mulmul, Not On Sale, Pret, Ziya Pret",This green mul short anarkali has embroidered multi-coloured Parsi motif and it comes with a pair of cotton trousers.,Mulmul,A beautiful Parsi floral jaal using resham threads.,Parsi Embroidery,Comfort fit,4 weeks,"{'Handle': 'rania-anarkali-set-green', 'Type': 'Anarkali Set', 'Title': 'Rania Anarkali Set', 'description': 'This green mul short anarkali has embroidered multi-coloured Parsi motif and it comes with a pair of cotton trousers.', 'Fabric': 'Mulmul', 'Embroidery': 'A beautiful Parsi floral jaal using resham threads.', 'Craft': 'Parsi Embroidery', 'Fit': 'Comfort fit', 'Delivery': '4 weeks'}"
ruhma-kurta-set-ivory,Ruhma Kurta Set,Kurta Set,"Comfort fit, DLVRY 4 weeks, Handloom Cotton, Ivory, Not On Sale, Party, Pret, Ziya Pret","This set consists of an off-white cotton straight kurta, a pair of pants and a mul dupatta. All adorned with Parsi embroidery.",Handloom Cotton,Machine embroidered floral motifs using resham threads. Highlighted with sequins and small pearls.,Parsi Embroidery,Comfort fit,4 weeks,"{'Handle': 'ruhma-kurta-set-ivory', 'Type': 'Kurta Set', 'Title': 'Ruhma Kurta Set', 'description': 'This set consists of an off-white cotton straight kurta, a pair of pants and a mul dupatta. All adorned with Parsi embroidery.', 'Fabric': 'Handloom Cotton', 'Embroidery': 'Machine embroidered floral motifs using resham threads. Highlighted with sequins and small pearls.', 'Craft': 'Parsi Embroidery', 'Fit': 'Comfort fit', 'Delivery': '4 weeks'}"
ruhma-kurta-set-pink,Ruhma Kurta Set,Kurta Set,"Comfort fit, DLVRY 4 weeks, Handloom Cotton, Not On Sale, Party, Pink, Pret, Ziya Pret","This set consists of a pink cotton straight kurta, a pair of pants and a mul dupatta. All adorned with Parsi embroidery.",Handloom Cotton,Machine embroidered floral motifs using resham threads. Highlighted with sequins and small pearls.,Parsi Embroidery,Comfort fit,4 weeks,"{'Handle': 'ruhma-kurta-set-pink', 'Type': 'Kurta Set', 'Title': 'Ruhma Kurta Set', 'description': 'This set consists of a pink cotton straight kurta, a pair of pants and a mul dupatta. All adorned with Parsi embroidery.', 'Fabric': 'Handloom Cotton', 'Embroidery': 'Machine embroidered floral motifs using resham threads. Highlighted with sequins and small pearls.', 'Craft': 'Parsi Embroidery', 'Fit': 'Comfort fit', 'Delivery': '4 weeks'}"
nazmiya-kurta-set-yellow,Nazmiya Short Anarkali Set,Short Anarkali Set,"DLVRY 4 weeks, Haldi, Loose Fit, Mulmul, Not On Sale, Pret, Yellow, Ziya Pret","This set comprises of a yellow short kurta has been embroidered with colourful resham threads, an embroidered cotton salwar and a scalloped mul dupatta.",Mulmul,"Multi-coloured Parsi embroidery. A floral jaal work has been embroidered on the kurta, a scalloped floral border on the salwar hem. The shaded dupatta has small embroidered butis with scalloping on the edges.",Parsi Embroidery,Loose Fit,4 weeks,"{'Handle': 'nazmiya-kurta-set-yellow', 'Type': 'Short Anarkali Set', 'Title': 'Nazmiya Short Anarkali Set', 'description': 'This set comprises of a yellow short kurta has been embroidered with colourful resham threads, an embroidered cotton salwar and a scalloped mul dupatta.', 'Fabric': 'Mulmul', 'Embroidery': 'Multi-coloured Parsi embroidery. A floral jaal work has been embroidered on the kurta, a scalloped floral border on the salwar hem. The shaded dupatta has small embroidered butis with scalloping on the edges.', 'Craft': 'Parsi Embroidery', 'Fit': 'Loose Fit', 'Delivery': '4 weeks'}"
nazmiya-kurta-set-green,Nazmiya Kurta Set,Kurta Set,"DLVRY 4 weeks, Green, Loose Fit, Mehendi, Mulmul, Not On Sale, Pret, Ziya Pret","This set comprises of a green short kurta has been embroidered with colourful resham threads, an embroidered cotton salwar and a scalloped mul dupatta.",Mulmul,"Multi-coloured Parsi embroidery. A floral jaal work has been embroidered on the kurta, a scalloped floral border on the salwar hem. The shaded dupatta has small embroidered butis with scalloping on the edges.",Parsi Embroidery,Loose Fit,4 weeks,"{'Handle': 'nazmiya-kurta-set-green', 'Type': 'Kurta Set', 'Title': 'Nazmiya Kurta Set', 'description': 'This set comprises of a green short kurta has been embroidered with colourful resham threads, an embroidered cotton salwar and a scalloped mul dupatta.', 'Fabric': 'Mulmul', 'Embroidery': 'Multi-coloured Parsi embroidery. A floral jaal work has been embroidered on the kurta, a scalloped floral border on the salwar hem. The shaded dupatta has small embroidered butis with scalloping on the edges.', 'Craft': 'Parsi Embroidery', 'Fit': 'Loose Fit', 'Delivery': '4 weeks'}"
nazaha-kurta-set-ivory,Nazaha Kurta Set,Kurta Set,"Comfort fit, DLVRY 5 weeks, Ivory, Not On Sale, Pret, Reception, Silk Georgette, Ziya Pret","This off-white straight suit set has been embroidered with resham threads. The set comprises of a straight kurta, a pair of lycra crepe churidar and an embroidered dupatta.",Silk Georgette,Machine done Parsi embroidery using resham threads.The dupatta has embroidered miniature floral butis and a multi-coloured scalloped border bead highlighting.,Parsi Embroidery,Comfort fit,5 weeks,"{'Handle': 'nazaha-kurta-set-ivory', 'Type': 'Kurta Set', 'Title': 'Nazaha Kurta Set', 'description': 'This off-white straight suit set has been embroidered with resham threads. The set comprises of a straight kurta, a pair of lycra crepe churidar and an embroidered dupatta.', 'Fabric': 'Silk Georgette', 'Embroidery': 'Machine done Parsi embroidery using resham threads.The dupatta has embroidered miniature floral butis and a multi-coloured scalloped border bead highlighting.', 'Craft': 'Parsi Embroidery', 'Fit': 'Comfort fit', 'Delivery': '5 weeks'}"
nazaha-kurta-set-yellow,Nazaha Kurta Set,Kurta Set,"Comfort fit, DLVRY 5 weeks, Not On Sale, Pret, Reception, Silk Georgette, Yellow, Ziya Pret","This yellow straight suit set has been embroidered with resham threads. The set comprises of a straight kurta, a pair of lycra crepe churidar and an embroidered dupatta.",Silk Georgette,Machine done Parsi embroidery using resham threads.The dupatta has embroidered miniature floral butis and a multi-coloured scalloped border bead highlighting.,Parsi Embroidery,Comfort fit,5 weeks,"{'Handle': 'nazaha-kurta-set-yellow', 'Type': 'Kurta Set', 'Title': 'Nazaha Kurta Set', 'description': 'This yellow straight suit set has been embroidered with resham threads. The set comprises of a straight kurta, a pair of lycra crepe churidar and an embroidered dupatta.', 'Fabric': 'Silk Georgette', 'Embroidery': 'Machine done Parsi embroidery using resham threads.The dupatta has embroidered miniature floral butis and a multi-coloured scalloped border bead highlighting.', 'Craft': 'Parsi Embroidery', 'Fit': 'Comfort fit', 'Delivery': '5 weeks'}"
nora-kurta-set-ivory,Nora Kurta Set,Kurta Set,"Comfort fit, DLVRY 4 weeks, Ivory, Not On Sale, Party, Pret, Silk Organza, Ziya Pret",This 0ff-white organza kalidar kurta has been enhanced with multi-coloured floral embroidery. It comes with a pair of embroidered pants and an embroidered georgette dupatta.,Silk Organza,"Aari work using zari and multi-colour resham threads by machine. It has floral bunches and a border on the collar, sleeves and pants. The kurta has an embroidered floral jaal at the bottom and the dupatta has small floral butis with scalloped edges.",Aari Work,Comfort fit,4 weeks,"{'Handle': 'nora-kurta-set-ivory', 'Type': 'Kurta Set', 'Title': 'Nora Kurta Set', 'description': 'This 0ff-white organza kalidar kurta has been enhanced with multi-coloured floral embroidery. It comes with a pair of embroidered pants and an embroidered georgette dupatta.', 'Fabric': 'Silk Organza', 'Embroidery': 'Aari work using zari and multi-colour resham threads by machine. It has floral bunches and a border on the collar, sleeves and pants. The kurta has an embroidered floral jaal at the bottom and the dupatta has small floral butis with scalloped edges.', 'Craft': 'Aari Work', 'Fit': 'Comfort fit', 'Delivery': '4 weeks'}"
nora-kurta-set-pink,Nora Kurta Set,Kurta Set,"Comfort fit, DLVRY 4 weeks, Not On Sale, Party, Pink, Pret, Silk Organza, Ziya Pret",This pink organza kalidar kurta has been enhanced with multi-coloured floral embroidery. It comes with a pair of embroidered pants and an embroidered georgette dupatta.,Silk Organza,"Aari work using zari and multi-colour resham threads by machine. It has floral bunches and a border on the collar, sleeves and pants. The kurta has an embroidered floral jaal at the bottom and the dupatta has small floral butis with scalloped edges.",Aari Work,Comfort fit,4 weeks,"{'Handle': 'nora-kurta-set-pink', 'Type': 'Kurta Set', 'Title': 'Nora Kurta Set', 'description': 'This pink organza kalidar kurta has been enhanced with multi-coloured floral embroidery. It comes with a pair of embroidered pants and an embroidered georgette dupatta.', 'Fabric': 'Silk Organza', 'Embroidery': 'Aari work using zari and multi-colour resham threads by machine. It has floral bunches and a border on the collar, sleeves and pants. The kurta has an embroidered floral jaal at the bottom and the dupatta has small floral butis with scalloped edges.', 'Craft': 'Aari Work', 'Fit': 'Comfort fit', 'Delivery': '4 weeks'}"
alayna-anarkali-set-blue,Alayna Anarkali Set,Anarkali Set,"Blue, Comfort fit, DLVRY 4 weeks, Handloom Cotton, Not On Sale, Party, Pret, Ziya Pret",This blue cotton anarkali has aari embroidery floral motifs. It comes with a pair of multi-coloured threadwork pants and an embroidered georgette dupatta.,Handloom Cotton,"Multi-colour aari work by machine using zari and resham threads. It has small floral bunches on the anarkali, jaal at the collar line and a border on the sleeves. The pants are adorned with large floral bunches and the dupatta has small floral butis on it.",Aari Work,Comfort fit,4 weeks,"{'Handle': 'alayna-anarkali-set-blue', 'Type': 'Anarkali Set', 'Title': 'Alayna Anarkali Set', 'description': 'This blue cotton anarkali has aari embroidery floral motifs. It comes with a pair of multi-coloured threadwork pants and an embroidered georgette dupatta.', 'Fabric': 'Handloom Cotton', 'Embroidery': 'Multi-colour aari work by machine using zari and resham threads. It has small floral bunches on the anarkali, jaal at the collar line and a border on the sleeves. The pants are adorned with large floral bunches and the dupatta has small floral butis on it.', 'Craft': 'Aari Work', 'Fit': 'Comfort fit', 'Delivery': '4 weeks'}"
alayna-anarkali-set-green,Alayna Anarkali Set,Anarkali Set,"Comfort fit, DLVRY 4 weeks, Green, Handloom Cotton, Mehendi, Not On Sale, Pret, Ziya Pret",This green cotton anarkali has aari embroidery floral motifs. It comes with a pair of multi-coloured threadwork pants and an embroidered georgette dupatta.,Handloom Cotton,"Multi-colour aari work by machine using zari and resham threads. It has small floral bunches on the anarkali, jaal at the collar line and a border on the sleeves. The pants are adorned with large floral bunches and the dupatta has small floral butis on it.",Aari Work,Comfort fit,4 weeks,"{'Handle': 'alayna-anarkali-set-green', 'Type': 'Anarkali Set', 'Title': 'Alayna Anarkali Set', 'description': 'This green cotton anarkali has aari embroidery floral motifs. It comes with a pair of multi-coloured threadwork pants and an embroidered georgette dupatta.', 'Fabric': 'Handloom Cotton', 'Embroidery': 'Multi-colour aari work by machine using zari and resham threads. It has small floral bunches on the anarkali, jaal at the collar line and a border on the sleeves. The pants are adorned with large floral bunches and the dupatta has small floral butis on it.', 'Craft': 'Aari Work', 'Fit': 'Comfort fit', 'Delivery': '4 weeks'}"
inara-kurta-set-pink,Inara Kurta Set,Kurta Set,"Brunch, Comfort fit, DLVRY 4 weeks, Mulmul, Not On Sale, Pink, Pret, Ziya Pret","This pink mul kurta has been machine embroidered with dori, resham threads and appliqué work. It comes with a pair of embroidered pants and an embroidered off-white mul dupatta.",Mulmul,"Parsi embroidery done using machine  with resham threads, gold dori and appliqué technique. Highlighted with sequins and small pearls. The dupatta has small floral butis which have been scalloped at the edges.","Parsi & Dori Embroidery, Applique",Comfort fit,4 weeks,"{'Handle': 'inara-kurta-set-pink', 'Type': 'Kurta Set', 'Title': 'Inara Kurta Set', 'description': 'This pink mul kurta has been machine embroidered with dori, resham threads and appliqué work. It comes with a pair of embroidered pants and an embroidered off-white mul dupatta.', 'Fabric': 'Mulmul', 'Embroidery': 'Parsi embroidery done using machine  with resham threads, gold dori and appliqué technique. Highlighted with sequins and small pearls. The dupatta has small floral butis which have been scalloped at the edges.', 'Craft': 'Parsi & Dori Embroidery, Applique', 'Fit': 'Comfort fit', 'Delivery': '4 weeks'}"
inara-kurta-set-blue,Inara Kurta Set,Kurta Set,"Blue, Brunch, Comfort fit, DLVRY 4 weeks, Mulmul, Not On Sale, Pret, Ziya Pret","This blue mul kurta has been machine embroidered with dori, resham threads and appliqué work. It comes with a pair of embroidered pants and an embroidered off-white mul dupatta.",Mulmul,"Parsi embroidery done using machine  with resham threads, gold dori and appliqué technique. Highlighted with sequins and small pearls. The dupatta has small floral butis which have been scalloped at the edges.","Parsi & Dori Embroidery, Applique",Comfort fit,4 weeks,"{'Handle': 'inara-kurta-set-blue', 'Type': 'Kurta Set', 'Title': 'Inara Kurta Set', 'description': 'This blue mul kurta has been machine embroidered with dori, resham threads and appliqué work. It comes with a pair of embroidered pants and an embroidered off-white mul dupatta.', 'Fabric': 'Mulmul', 'Embroidery': 'Parsi embroidery done using machine  with resham threads, gold dori and appliqué technique. Highlighted with sequins and small pearls. The dupatta has small floral butis which have been scalloped at the edges.', 'Craft': 'Parsi & Dori Embroidery, Applique', 'Fit': 'Comfort fit', 'Delivery': '4 weeks'}"
